text,sentiment
"(There isn't much in the way of spoilers, since there isn't a plot to reveal, but still, I guess I describe some of what happens so...) This is it. This is THE most nonsensical film I've ever seen. There are simply no words to describe this movie, although ""bizarre"" ""ridiculous"" and ""ego trip"" are pretty close. the opening half hour or so are really, really weird music videos, with absolutely no plot or continuity, apart from that MJ falls into some from the previous. One of the highlights of this part of the ""film"" in the section where MJ is flying a merry-go-round aeroplane through what seem to be half-arsed bond intro rejects and sections cut from Yellow Submarine (dear lord you could not make this up).<br /><br />Then, with a little over an hour remaining, the ""film"" begins, with a lot of claymation (some of it really creepy) spotting our ""hero"" and chasing him looking for an autograph. Obviously, this leaves our as of yet mute (discounting songs) lead somewhat worried, and he manages to temporarily lose them. Fortunate for him, because it means he can witness a falling star and, and again, I'm not making this up, turn into a claymation rabbit. He uses this cunning disguise to try and sneak past them, but, for reasons I can't recall right now, they see through it (oh no!) and the creepy chase begins again. Cue another song (big shock there).<br /><br />Shortly after the end of the chase, MJ somehow brings the rabbit to life, until he is busted by a policeman (in the middle of the desert) because it is, apparently, illegal to dance there.<br /><br />The rest of the film is equally as strange, highlights including MJ cleaning up a bar to the tune of Smooth Criminal, including shooting a man with his finger, not only killing the guy, but burning his shadow into the wall, a la nuclear fission weapons. Another good moment is when MJ, seeing, Mr Big (Joe ""what the hell happened to his career at this point?"" Peschi) kidnap one of the children he was friends with, magically creates a tommy gun, and in another moment of violence that pepper this film seemingly at random, opens fire at everything that moves. A final moment I shall mention is when MJ, surrounded by Mr Big and his private army. Seriously, this guy has dozens of people working for him, and they're decked out more like commando units rather than mobsters, which I guess they are. How does he get out? Why, he turns into a robot, complete with weapons and shield. This is the third of four transformations he makes, almost always when backed into a corner and/or on the run.<br /><br />This film is quite, quite surreal, with little in the way of plot, and virtually no continuity.",pos
"Pushing Daisies is just a lovely fairy tale, with shades of ""Amelie""'s aesthetic and romance. It's got a beautiful palette, its shots well thought out and detailed, its names and dialogue whimsical and too cutesy to be real, its imagination great, and its romance deep.<br /><br />Watch the blue in the sky pop out at you, as blue can't be found in the rest of the sets or shots (with few exceptions).<br /><br />Watch a weirdly natural and totally satisfying song break out of a scene.<br /><br />Its score is gorgeous, its cast is supremely likable, there's great music, and the two leading romantic stars can't touch each other or she'll die. How much more sexual tension do you need? (Actually, I had wished they found a way around this one, but c'est la vie).<br /><br />It is simply a show that it is a pleasure to spend an hour with, and I recommend it highly. There hasn't been other television quite like it, and I would like to see more. It got me through a flu one crappy week, as it makes for good company.<br /><br />Bring it back!",pos
"As many reviewers here have noted, the film version differs quite a bit from the stage version of the story. I have never seen the stage version of the story, and therefore I have a more favorable review of the film than many other reviewers. Perhaps Richard Attenborough was not the best choice for director of the film, but the film is still an entertaining account of several dancers trying to make the big time in choreographer Michael Douglas' show. The film does right by not selecting any famous actors or performers to wind up in the final try-out group. This way our attention is focused on the dancers' movements and individual stories and struggles as they unfold during a marathon day of try-outs. Douglas is also probably not the best choice for the part. Apparently some songs were cut out in favor of a new one, and the backstage cliché-ridden story of a romantic liaison between a dancer and the choreographer was added. I have to say in all fairness this was the weakest part of the film. The repeated intrusions Cassie made during try-outs appear to mirror the almost desperate pleas one often has to make when engaging in the artistic professions in the absence of talent and/or luck. However, this aspect of the film has been done to death in the past, and it's curious to see this tired old shoe kicking its heel up once again. The revelations of the dancers themselves began promisingly enough with the ""I can do that"" number, but then it plodded a little at various points while the dancers were telling their stories. Frankly, their stories differed little from real life folks who never get a chance like this. *** of 4 stars.",pos
"The penultimate episode of Star Trek's third season is excellent and a highlight of the much maligned final season. Essentially, Spock, McCoy and Kirk beam down to Sarpeidon to find the planet's population completely missing except for the presence of a giant library and Mr. Atoz, the librarian. All 3 Trek characters soon accidentally walk into a time travel machine into different periods of Sarpeidon's past. Spock gives a convincing performance as an Ice Age Vulcan who falls in love for Zarabeth while Kirk reprises his unhappy experience with time travel--see the 'City on the Edge of Forever'--when he is accused of witchcraft and jailed before escaping and finding the doorway back in time to Sarpeidon's present. In the end, all 3 Trek characters are saved mere minutes before the Beta Niobe star around Sarpeidon goes supernova. The Enterprise warps away just as the star explodes.<br /><br />Ironically, as William Shatner notes in his book ""Star Trek Memories,"" this show was the source of some dispute since Leonard Nimoy noticed that no reason was given in Lisette's script for the reason why Spock was behaving in such an emotional way. Nimoy relayed his misgivings here directly to the show's executive producer, Fred Freiberger, that Vulcans weren't supposed to fall in love. (p.272) However, Freiberger reasoned, the ice age setting allowed Spock to experience emotions since this was a time when Vulcans still had not evolved into their completely logical present state. This was a great example of improvisation on Freiberger's part to save a script which was far above average for this particular episode. While Shatner notes that the decline in script quality for the third season hurt Spock artistically since his character was forced to bray like a donkey in ""Plato's Stepchildren,"" play music with Hippies in ""the Way to Eden"" or sometimes display emotion, the script here was more believable. Spock's acting here was excellent as Freiberger candidly admitted to Shatner. (p.272) The only obvious plot hole is the fact that since both Spock and McCoy travelled thousands of years back in time, McCoy too should have reverted to a more primitive human state, not just Spock. But this is a forgivable error considering the poor quality of many other season 3 shows, the brilliant Spock/McCoy performance and the originality of this script. Who could have imagined that the present inhabitants of Sarpeidon would escape their doomed planet's fate by travelling into their past? This is certainly what we came to expect from the best of 'Classic Trek'--a genuinely inspired story. <br /><br />Shatner, in 'Memories', named some of his best ""unusual and high quality shows"" of season 3 as The Enterprise Incident, Day of the Dove, Is there in Truth no Beauty, The Tholian Web, And the children Shall Lead and The Paradise Syndrome. (p.273) While my personal opinion is that 'And the children Shall Lead' is a very poor episode while 'Is there in Truth no Beauty' is problematic, ""All Our Yesterdays"" certainly belongs on the list of top season three Star Trek TOS films. I give a 9 out of 10 for 'All Our Yesterdays.'",pos
"i really liked the first 2 seasons. because a lot of good characters disappeared later on. like most shows are kinda slow at first then get better in later seasons, but this is the absolute reverse. jenny from the 1st season and Valarie from the 2nd season were Sabrina's friends, i really didn't care for the others, jenny and Valarie were her coolest friends. i think for some reason, the producers wanted us to not like her college friends for some reason, they were so cruel to Sabrina. but my favorite episode from season 1 is cat showdown and my favorite episode from season 2 is witch trash, that is the funniest episode. i also thought it was funny how Libby was popular but she was always jealous of Sabrina, and never seemed to have a real boyfriend but was always wanting to be with Harvey. i just wished they could have made more better ones. i also liked how the first 2 seasons, during the opening credits Sabrina would say a few words while wearing a costume, like in the pilot episode where she's in the witch costume, i liked how she said ""this is so not me"" and later on she kept trying to change herself to something else is what i think, but this is a really cool show. it is kinda like the andy griffith show in a way because it good at first but once it turned color and barney fife left, it was longer good. but i still like to watch it, but the only reason i watch later seasons is because of sabrina. what i meant about the opening sequence is: the opening titles of seasons 1-3 shows Sabrina in front of a mirror posing with several different costumes and outfits as the cast members' names quickly flash on the bottom of the screen. At the end, Sabrina would say some sort of pun that related to the outfit she is wearing, then disappear. the opening sequence of season four includes the characters in bubbles. the opening credits of seasons 5-7 features Sabrina at various locations around Boston",pos
"To the small minority seen here praising this film GET SERIOUS. I know it's down to peoples personal opinion at the end of the day, but anyone with more than a couple of brain cells can surely see that this is total rubbish. So bad it does not deserve to be part of this franchise. I can only assume those saying how great this is are friends with somebody involved in the film and are trying to give their career a push. Poor in every way, don't con people by saying otherwise. Storyline is a weak rehash of the previous entries, script is likewise. Attempts to hide the lack of originality by using a girl instead (WOW!) don't disguise the film-makers lack of ideas,and there is sadly a complete lack of any scares. Absolutely no redeeming qualities, utter utter turd. I've awarded this pair of chancers one mark simply for having had the nous to get someone to fund this piece of crap. They must have put more effort into that than they did into actually making the film. Shame.",neg
"I'm a big fan of the TV series Largo Winch. This movie was pain for me. I had to use fast forward not to fell to sleep. It was boring! How can somebody ruin this title so much? The story was the only good thing. Actors were sh.t. They can't live the role. The main actor(Tom ... ) is a null. Watch the other roles of this actor. The fighting scenes were unbelievable boring and not to followable,somehow they were not to follow the situation. Like other reviewer said low budget film with bad actors.Maybe next time somebody else can do better thing out of this title. French can't do right thing with big films,like Alien 4. That was bit brrr, after Alien 1,2,3.",neg
"Everyone has already commented on the cinematography (good to great), the personalities (larger than life), the structure (chronological, with many references to surf culture through time). What is missed is a bigger question of sociological importance: chucking mainstream American culture for something more fulfilling and rewarding.<br /><br />I was a surfer in the 1970s. We used to watch 16mm films at the local high schools in SoCal. I remember the great feeling of surfing all day until my skin radiated heat, putting on a Hawaiian shirt and shorts and going to watch the latest surf film at night. Often, the narrator was the filmmaker himself, reading a script off sheets of paper. Sometimes, a surf band or proto-punk band would add music. I was never happier. Except for the hooting and hollering, seeing 'Riding Giants' took me back in time.<br /><br />IT also reinforced a feeling that living life on the edge, not worrying about the money and the climbing the social and corporate ladder, not keeping up with the Joneses, pushing yourself physically and mentally for a fleeting moment of joy and jubilation - may be the answer to the question, ""what is the purpose of life?"" At least for those like Greg Noll, Laird Hamilton and the like, they seem to have found something that few of us are bold enough or honest with ourselves enough to pursue: to live life solely on our own terms. Maybe society would fall apart if we all did exactly what we wanted in life, but it is wonderful to see people who actually are living out their dreams.<br /><br />It was this message that really impressed me.",pos
"I was searching through Hollywood video last night with a friend trying to find a good-looking horror movie to watch over the New Year's weekend. As I was looking through the shelves, ""Severed"" spotted my eye, and I grabbed it off the shelf and it looked like it might be a decent B-grade horror movie. The cover looked fairly good. The plot sounded semi-interesting. So I rented it. What a mistake. Don't be fooled by the cover, which actually looks decent. I'm thinking that more money was spent on the cover artwork than the movie itself. The film follows two police detectives who are tracking down a voodoo-inspired, ritualistic serial killer called ""The Head Hunter"", who is decapitating victims left and right in some unnamed city (probably Los Angeles), and they become drawn into his world of ritualized murder.<br /><br />Story sound somewhat good? Well, it is, and this movie could've been halfway decent. But good God, it was bad! Almost everything about it was laughable. The opening scene features some redheaded actress in a car trying to talk on this huge, outdated cell phone, and for whatever reason, she goes outside and talks to some guy. Then, a shadow comes up behind them, hacks off his head, and the girl drops to the ground and starts crawling (for absolutely no reason) while trying to dial 911. Sound ridiculous? Yep, you bet it is. The entire movie looks like it was filmed on a VHS-quality camera, and I'm assuming it was. The acting was mostly awful, and the special effects were far from believable. And the scenes with the policemen on the phone were awful - the voice on the other line was echoing and it sounded like it was being recorded in someone's bathroom. Everything about this movie was simply amateurish and tedious, and it didn't hold my interest for very long, and I often found myself bored and tired, mostly because of the bad acting and the horrible cinematography. The pacing was bad. Everything was just bad.<br /><br />Overall, ""Severed"" is a failed attempt at what could have been a decent B-movie. The plot was good and I think if this film had been handled better and had a higher budget, it could've been alright. But this movie fell flat on it's face. If you're expecting something semi-decent, you'll be sorely disappointed. Only recommended if you can tolerate D-grade horror flicks. Otherwise, you'll probably want to stay away from this straight-to-video garbage. It had a little potential, but it was beyond a mess. 1/10.",neg
"As the story in my family goes, my dad, Milton Raskin, played the piano for the Dorsey band. After Sinatra joined the band, my dad practiced with him for hours on end. Then, at a point in time, my dad told Sinatra that he was actually to good to be tied up with such a small group (band), and that he should venture off on his own. By that time Sinatra had enough credits 'under his belt' to do just that! Dorsey never forgave my dad, and the rest, as they say, is history.<br /><br />I have some pictures and records to that effect, and so does Berkley University in California.<br /><br />I have seen just about every Sinatra movie more times than I wish to say, and his movies never get old . . . Thank you Frank",pos
"A truly disturbed, cannibalistic psychopath, John(Gary Kent, under the pseudonym Michael Brody) who lives in a cave, stalks campers who make the unfortunate mistake of backpacking in his wilderness. Steve(Dean Russell)and his buddy Charlie(John Batis)get into a playful argument with their wives, Sharon(Tomi Barrett, the late real-life wife of Gary Kent))& Teddi(Ann Wilkinson)over surviving in the woods camping by themselves. To prove a point, the gals decide to head for the wilderness out of Los Angeles for a camping trip disturbing their partners to the point that they soon follow afterward. Falling prey to John, Teddi is soon killed as Sharon runs for her life as the men arrive late to the wilderness due to their truck's overheating. Afraid, tired, and paranoid, Sharon receives some very unusual assistance..John's ghost children! That's right, John's children remain in the wilderness, ghostly apparitions which spy on those who exist in the woods, taking a special liking to Sharon, helping guide her to safety and her friends. Meanwhile, Steve and Charlie soon find shelter from a down pour and the darkness of night in the very cave where John lives. Cooking over a burning fire, the meat simmering is actually from Charlie's wife, Teddi! Unknowingly Charlie eats from the meat when offered by John who finds the outsiders inside his dwelling place! Anyway, soon, worried about their wives, Steve and Charlie set out to find them as morning breaks. Meanwhile, John goes a hunting, with Charlie, Steve, and Sharon in a fight for survival. When Steve suffers a compound fracture stumbling between two massive rocks over a flowing river, he will be handicapped only increasing such an already nightmare scenario, with Sharon following her ghostly young friends to potential safety..they even, at one point, plead with their father to not kill her. Charlie, unfortunately, doesn't have such friends.<br /><br />Director Donald Jones(..who also wrote it and went broke funding the film)smartly shoots the film in such a breathtaking, gorgeous location in the Sequoia National Park, in California, where those gargantuan trees tower to great heights, and I basically watch backwoods slashers for this very purpose. For some strange reason, I didn't particularly find Jones' direction of the setting very atmospheric..the dread was missing, although there are some rather disturbing attacks by John using his knife(..shot in a clever way, Jones' camera suggests more than what is actually on screen, yet, somehow, still achieves that gasp at what John is doing to victims). Within such a picturesque landscape, to see innocents preyed upon by a maniac, that kind of increases the terror. City folk attempting to spend a nice few days in a different place, to smell the clean, fresh air, enjoy the sights of a lovely view, only to find themselves stalked by a creepy predator with a very intimidating knife. Providing the back-story to why John is the monster he is, Jones allows us to witness his memory flashback in discovering his wife's adultery and reacting accordingly(..she is also a ghost in the wilderness looking for her children, wishing to punish them for ""being naughty"")killing both her and the lover in bed(..a refrigerator repairman). The children, sad and depressed committed suicide and now ""haunt"" the wilderness, still interacting with their pa or whoever they so choose. I realize such a novelty as ghost children in a backwoods slasher is unique and appreciated by some, but I found the idea rather hokey and too silly to take serious. They do help our heroine escape a few potentially dangerous situations, but it was awfully hard for me to keep from giggling uncontrollably. The music I found hideously 80's and the performances aren't mind-blowing. I mean I could react to the situation they were in, because it is indeed quite terrifying to find yourselves in an unfamiliar and hostile territory being hunted by someone who knows the area so well. I think the film is similar in many ways to DON'T GO INTO THE WOODS..ALONE!, except that THE FOREST has the aforementioned ghost children(..their voices echo when talking to Sharon, their father, or each other). Gary Kent looks like a filthy George Lucas, with tattered clothes, and humanity lost. As I mentioned above, the violence isn't as grisly as what is suggested because director Jones is able to effectively cut away from a great deal of knife penetration, yet the way he stages the set pieces leave you rather unsettled(..such as Teddi's murder, the violence mostly silhouetted on the surface of a nearby huge stone formation, her pleas for John to stop and, once stabbed several times, attempts to crawl away from her predator only to be finished off;a hanging corpse John is skinning). I've seen better and worse of this type of slasher film, it's rather mediocre, at best, with some effectively shot scenery. I don't really think it's particularly memorable, for the exception of the ghost children.",neg
"This was a wonderful little American propaganda film that is both highly creative AND openly discusses the Nazi atrocities before the entire extent of the death camps were revealed. While late 1944 and into 1945 would reveal just how evil and horrific they were, this film, unlike other Hollywood films to date, is the most brutally honest film of the era I have seen regarding Nazi atrocities.<br /><br />The film begins in a courtroom in the future--after the war is over (the film was made in 1944--the war ended in May, 1945). In this fictitious world court, a Nazi leader is being tried for war crimes. Wilhelm Grimm is totally unrepentant and one by one witnesses are called who reveal Grimm's life since 1919 in a series of flashbacks. At first, it appears that the film is going to be sympathetic or explain how Grimm was pushed to join the Nazis. However, after a while, it becomes very apparent that Grimm is just a sadistic monster. These episodes are amazingly well done and definitely hold your interest and also make the film seem less like a piece of propaganda but a legitimate drama.<br /><br />All in all, the film does a great job considering the film mostly stars second-tier actors. There are many compelling scenes and performances--especially the very prescient Jewish extermination scene towards the end that can't help but bring you close to tears. It was also interesting how around the same point in the film there were some super-creative scenes that use crosses in a way you might not notice at first. Overall, it's a must-see for history lovers and anyone who wants to see a good film.<br /><br />FYI--This is not meant as a serious criticism of the film, but Hitler was referred to as ""that paper hanger"". This is a reference to the myth that Hitler had once made money putting up wallpaper. This is in fact NOT true--previously he'd been a ""starving artist"", homeless person and served well in the German army in WWI. A horrible person, yes, but never a paper hanger!",pos
"At your video store, you might find this gem.<br /><br />The human condition in modern times LA. No exaggerated drama, just a collapsing of events that might happen to any group of individuals over time.<br /><br />Helps you understand the joys and desperation of urban life.<br /><br />The direction and cutting are top class. Cinematography and music very much follows the mood and situation. And the CAST!!! <br /><br />Excellent casting and excellent acting. No one out of place or out of character.<br /><br />And it's NOT really as much a downer as you would expect. I gave it 7 of 10.<br /><br />If you havent seen it, DO!",pos
"** HERE BE SPOILERS ** <br /><br />Recap: Mia (Helin) is returning home from capital Stockholm to rural Rättvik to celebrate her fathers 70th birthday. She is by far the youngest child, and has two sisters Eivor (Ernst) and Gunilla (Petrén). Eivor has a family and still lives in Rättvik and Gunilla has divorced and moved a town away. Mia is still single and is focused on her career. There are a lot of jealousy and almost animosity between the sisters and conflicts arise all around as they confront each other and each have personal problems they have difficult to handle. As the party goes on (and alcohol consumed), more and more secrets become unveiled and more and more conflicts arise...<br /><br />Comments: To be the work of a new writer/director it was disappointing to see this movie to follow in the exact same tracks that older Swedish comedy/dramas has been following for years. There are really no new elements or ideas. This movie draws upon three basic areas. 1) Embarrassing humor only based on characters making a fool of themselves. 2) Sorrow and 3) Anxiety. This move has the focus on the last one, almost forgetting the first point as the movie goes along. No loss though, since the humor that is there is not funny. The performances from the cast are good I guess, though it is lost behind all the anguish and soon forgotten. I had hopes that there would be new ideas and influences, but there were none. To conclude, there are better ways to spend one's time than watching this.<br /><br />3/10",neg
"I had to watch this in school. And to sum it up...<br /><br />Talentless actors, talentless script, and a talentless director.<br /><br />This movie is such a waste of your time. Don't even watch the movie. Don't bother. You will be so disappointed. My teacher said it was supposed to be good. How wrong she was. She even slept through it a little. The movie's actors were just bad. The best actor in there was the old man and that's not saying much. It's has horrible plot with awful characters. So unrealistic and I can honestly said it had no point. The script was unemotional and confusing. There was points in the movie when I furrowed my brows and said, ""What?"". Also there were just too many loose ties and plot holes. It was just absolutely horrendous.",neg
"Otherwise it is one of the worst movies I've ever seen - and I mean ever. My wife and I were both bored out of our minds within 10 minutes. Not to mention being boring, it is entirely unbelievable. Women (non-lesbian) don't bathe together - nor do they ""accidentally"" kiss. Brothers and sisters don't live together well into their 30s and run around swing dancing together and engaging in footraces in central park. Men don't find out their wife and sister romantically kissed the night before the wedding and then never discuss it with said wife. Absolutely ridiculous.<br /><br />Heather Graham is possibly the worst actress in films today. She smiles when she should be crying and vice versa. The only movie she has ever been good in is Boogie Nights - and that is because she wasn't acting.<br /><br />I cannot stress enough how bad this movie was.",neg
My brother brought this movie home from the rental store and I remember expecting it to be such a bore. I think the title especially put me off. I can't ever remember starting a movie with such low expectations and being so completely won over. I watched the movie twice before I let my brother take it back to the store. It is very infrequent that a movie speaks to me the way this one did. I was completely caught up in Ruby's situation as she tries to make her way through her life. The bad thing about this movie is that it seems to end so quickly. I could have kept watching for hours. Another downside is that I have been unsatisfied with everything Ashley Judd has done since. She is so perfect in this movie. This film is easily in my top ten favorites of all time.,pos
"We have high expectations with this one . . . because its Zombi 3 the official sequel to Zombi 2 and directed by Lucio Fulci . . . however . . . its co-directed by Bruno Mattei (from Night of the Zombies) and not written by Dardino Sachetti but by Claudio Fagrasso (Night of the Zombies) and its shot in the Phillimines like Night of the Zombies and resembles Night of the Zombies (Hell of the Living Dead) a lot. as a result its more like a companion to Hell of the Living Dead than Zombi 2. Fabrazio DeAngelis who produced Zombi 2 and its editor Tomassi (?) and efx gianetto De Rossi gave Zombi 2 its magic . . . Zombi 3 is not magical . . . its like a peanut butter and jelly sandwich without the peanut-butter. But over the years, I've grown to accept Zombi 3. I could swear I saw a version where a soldier was bitten on the arm and went to the hotel room . . . there was a senseless Fulci-cut and the Mattei/Fulci-cut is the one on DVD.",pos
"I just saw this at the Venice Film Festival, and can't quite decide about it. We were never allowed to get close enough to any of the characters to care about them. Maybe that was the point, that we are all in a ""bubble"" of our own, but these people didn't compel me to be concerned about them or shocked at their various fates. At a running time of just over an hour, the characters weren't very well developed. Lots of time was devoted to shots of factory equipment (forklifts, conveyor belts, shovels); and the slightly-creepy-looking baby dolls with surprisingly lifelike eyes, that most of the characters made for a living, were somehow more interesting than the live people. An interesting experiment, but somehow it never quite came together.",neg
"Dick Tracy is easily the best comic book based movie made to date. The movie has the same feel as the comic book, staying true to the color scheme. The Batman series has climbed, fallen, climbed and fallen again. Dick Tracy has true staying power as something that both adults and children can enjoy. The good guys triumph over evil, without blood and gore to get the point across. Al Pacino does a wonderful job of his own adaptation of Big Boy Caprice and Madonna is memorable as Breathless. But the best job by far is Warren Beatty who just epitomizes Dick Tracy just as he did with Clyde Barrows. I can't wait until it comes out on DVD on April 2, 2002, my tape is wearing thin.",pos
"I've seen this film several times in a variety of short-film festivals and it always causes me the impression that i have seen a movie trailer! <br /><br />For a school-film is very well produced and directed, but the story... well it needed something else to be a bigger and interesting film. The character named Tim Watcher needed some in-dept approach. This is something that lacks in some Portuguese short films - the script is always superficial.<br /><br />But still... i liked this movie...<br /><br />Parabens! (congratulations!)",neg
"As a young black/latina woman I am always searching for movies that represent the experiences and lives of people like me. Of course when I saw this movie at the video store I thought I would enjoy it; unfortunately, I didn't. Although the topics presented in the film are interesting and relevant, the story was simply not properly developed. The movie just kept dragging on and on and many of the characters that appear on screen just come and go without much to contribute to the overall film. Had the director done a better job interconnecting the scenes, perhaps I would have enjoyed it a bit more. Honestly, I would recommend a film like ""Raising Victor"" over this one any day. I just was not too impressed.",neg
"The word 'classic' is thrown around too loosely nowadays, but this movie well deserves the appelation. The combination of Neil Simon, Walter Matthau (possibly the world's best living comic actor), and the late lamented George Burns make for a comic masterpiece. It is interesting to contemplate what the movie would have been like had not death prevented Jack Benny from playing George Burns' part, as had been planned. As it is, the reunion scene in Matthau's apartment is not likely to be surpassed as a sidesplitter. Definitely one of my desert island films.<br /><br />""Enter!!!!!!!!!""",pos
"Someone had a great idea: let's have Misty Mundae do her own, R-rated version of Lara Croft - firing two guns not only in skimpy outfits, but topless as well. It WAS indeed a great idea. The problem is that the people who had it couldn't come up with any sort of script or budget to support it. Therefore, we get a ""film"" that barely reaches medium length by replaying many of its parts (often in slow-motion), and was apparently shot entirely inside a garage. The appeal of Misty Mundae is still evident: she is unbelievably cute and has a natural girl-next-door beauty. However her two female co-stars here, with whom she shares a lengthy lesbian scene, are nowhere near her league. If ""Mummy Raider"" was presented as a Youtube video, I'd rate it higher, but as a ""film"" destined for DVD consumption it cannot get more than 1/2 a * out of 4.",neg
"It's obvious that the people who made 'Dead At The Box Office' love B-movie horror. Overt references to the genre are peppered throughout, from stock characters (the authority figure who doesn't believe the monstrous invasion is really happening) to Kevin Smith style discussions to reenacting Duane Jones' last moments from 'Night of the Living Dead' not once but twice.<br /><br />Unfortunately it takes more than love to make a good movie.<br /><br />The staging and shot choice are unexciting and unimaginative. While a common admonition in film school is to avoid 'Mastershot Theatre,' telling the story completely in a wide master shot, here we find the obverse as in several sequences it's hard to figure out the spatial relationships between characters as the story is told in a series of medium shots with no establishing shot to tie it together. Editing is drab and basic and at times there are unmotivated cuts. The lighting is flat and sometimes muddy, making the scenes in the darkened theatre hard to make out (was there lighting, or was this shot with available light only?). Some shots are out of focus. The dialogue is trite, and the performances, for the most part, one-note (Isaiah Robinson shows some energy and screen presence as Curtis, and the fellow playing the projectionist has some pleasantly dickish line readings; Michael Allen Williams as the theater manager and Casey Kirkpatrick as enthusiastic film geek Eric have some nice moments). The premise is silly, even for a B horror flick (Also, it's too bad Dr Eisner was unaware of Project Paperclip - he could've saved himself a lot of trouble!). The 'zombies' are non-threatening, and their makeup is unconvincing (although the chunky zombie trying to get a gumball out of the machine raised a smile). For a zombie fan film, there is very little blood or violence, although what there is, is handled pretty well. The incidental music, while stylistically uneven, is kind of nice at times, and there are some good foley effects. The 'Time Warp' parody was a fun listen, although the images going along with it were less fun to watch. Unfortunately, the looped dialogue sounds flat. Was this shot non-sync (doubtful, it looks like video through and through)? I watched the special introduction by Troma Films' Lloyd Kaufman before the main feature - although it consisted essentially of Kaufman plugging his own stuff and admitting that he hadn't seen the movie while someone mugged in a Toxie mask, its production and entertainment values were higher than 'Dead...' itself (quick aside to whoever put the DVD together - the countdown on film leader beeps only on the flash-frame 2, not on every number plus one more after). For that matter, the vampire film theatregoers are seen watching early in 'Dead...' looked a lot more entertaining than this. Recommendation to avoid, unless you know someone involved in the production or are an ardent Lloyd Kaufman completist (he plays 'Kaufman the Minion' in the film-within-a-film).<br /><br />(Full disclosure: my girlfriend is an extra in this movie. I swear this did not color my review.)",neg
"The good news is a movie was made, drawing on a supposed Aztec myth and featuring an unusually Aztec-American (is such a word exists) cast. The bad news is, it was dead at birth.<br /><br />If Ed Wood had come out of retirement and coached George Romaro through his classic 'Night of the Living Dead,' this is what we might have come up with. 'The Legend of Diablo' is clearly fodder for any future resurrections of 'Mystery Science Theatre 3000!'<br /><br />I don't think one can even call this a 'B' movie. The production values are so abysmal that I kept getting the feeling I was watching either a lengthy skit from a variety show or a backyard 8-mm film shot by a group of school kids. <br /><br />SOME SPOILERS<br /><br />The basic plot line sounded interesting enough to lure me into renting it. A rural California sheriff finds a box containing an Aztec demon and accidentally unleashes it on the unsuspecting community. His daughters, one hot and one homely, team with a gringo FBI man and a priest, to try to re-cage the demon. <br /><br />Meanwhile, every zombie scene one has ever seen in previous undead movies is re-enacted-poorly. These zombies walk more like an army of Nutty Professors than the undead! The supposed infrared scenes from the demon's viewpoint are nothing special  and he/she/it sure seems to back up a lot (as opposed to turning around the moving forward). And the scene where the priest lures the demon out of the cave in fast-motion is ludicrous! It really, really appears to be done for comic effect-although I know it wasn't! I kept expecting the Benny Hill theme music to start playing & for the whole gang of zombies to start chasing the priest all over the beach!<br /><br />Of course the Darth Vader/Field of Dreams voice, calling the FBI agent becomes downright comical. Then again, so was most of this cheese ball! Robert Napton, director and writer of the screenplay, should win SOMEthing for this effort! (How about a lifetime blackballing, like the 'Hollywood 10?') This one, I now see, is rated 1.5 on a 10-scale. I fear this might be a tad generous! <br /><br />Is there anything good about this movie? Well, Lindsey Lofaso looks pretty hot as the younger daughter of the dead sheriff. This is probably why her homely older sister (Calvi Pabon) really ran away from home! Fred Estrado is reasonably decent as the FBI agent. I wonder if Mario Soto, who played Father Rodriguez, is the same Mario Soto who pitched for the Cincinnati Reds? If so, he should have stuck to baseball. In fact, they couldn't have done any worse if they had gone with a baseball theme and called it 'Demons in the Outfield!'<br /><br />If I find out this was actually a project for a community college cinema class, I will issue apologies. It might be good enough for a B or even B+ as long as the gang got the college's camcorder back to campus in one piece! 'The Blair Witch Project' proved that a cool, campy movie could be made on a shoestring. 'The Legend of Diablo,' though, didn't appear to have a shoestring OR shoes to work from! It was low-budget, low-talent, low-everything. The very final scene-and I mean about the final 10 seconds of the film-is the ONLY mildly creative or interesting moment.<br /><br />I paid $3.45 to rent this. I could have better spent it on a hamburger!",neg
"Please, spare me of these movies that teach us that crime is fun and justified. Couple that with a vacuous script with an intense desire to be a Farrelly or a Coen brother, plus the lives of yet ANOTHER group of supposedly high school age people acting out their Dawson Creek-brand teen angst complete with a GenXYZ soundtrack that woefully tries to make the movie ""feel"" cool and, we have intensely and painfully inept satire.<br /><br />This isn't even watered-down 'Ferris Bueller'...I'd rather watch a traffic light change.<br /><br />Only one scene stands out as anywhere near worth the price of admission: when the Betty Masked girls meet a Richard Nixon Masked friend. It's a surreal moment. Priceless even.<br /><br />But for the rest of it, I'd rather have a toothache. At least I can apply some Benzocaine(tm) to stop the pain.",neg
"The 1998 Michael Keaton kiddie comedy of the same title was roundly condemned for it's, um, shoddy special effects, but compared to what Screaming Mad George cooked up for this horror comedy they're positively mind-boggling. The killer snowman seems to be made out of styrofoam and his arms look like oversized oven mitts. Which they probably were. The cast lays it on thick in this parody of dozens of other (much worse) movies and Paul Keith as the town doctor is particularly memorable in a small but hilarious role.",neg
